query,frequency_current,timestamp_current,frequency_previous,timestamp_previous,growthRate,category
midrise lightweight sleeveless tshirt,0.0,,120.0,2024-03-27,-0.99,fashion
midrise loafer,50.0,2025-03-03,0.0,,50.0,misc
midrise longline summer skirt,0.0,,55.0,2024-03-31,-0.98,fashion
midrise olive black jumpsuit,117.0,2025-03-31,0.0,,117.0,fashion
midrise olive sleeveless blouse,0.0,,130.0,2024-03-16,-0.99,misc
midrise organic oversized romper,0.0,,137.0,2024-03-21,-0.99,fashion
midrise pants,228.0,2025-03-05,0.0,,228.0,fashion
midrise parka,70.0,2025-03-22,363.0,2024-03-13,-0.8,misc
midrise pastel fall shirt,111.0,2025-03-06,0.0,,111.0,fashion
midrise pastel highwaisted blouse,109.0,2025-03-14,0.0,,109.0,misc
midrise plaid bomber jacket jacket,0.0,,63.0,2024-03-26,-0.98,fashion
midrise plaid women tank top,0.0,,120.0,2024-03-02,-0.99,fashion
midrise romper,206.0,2025-03-27,71.0,2024-03-31,1.88,fashion
midrise sandals,134.0,2025-03-30,93.0,2024-03-23,0.44,footwear
midrise shirt,0.0,,364.0,2024-03-14,-1.0,fashion
midrise shorts,214.0,2025-03-05,73.0,2024-03-24,1.91,fashion
midrise skirt,53.0,2025-03-01,141.0,2024-03-12,-0.62,fashion
midrise sleeveless fall tshirt,64.0,2025-03-31,0.0,,64.0,fashion
midrise sleeveless linen coat,95.0,2025-03-26,0.0,,95.0,fashion
midrise slides,0.0,,266.0,2024-03-02,-1.0,misc
midrise sneakers,175.0,2025-03-06,68.0,2024-03-29,1.55,footwear
midrise summer minimalist leggings,0.0,,87.0,2024-03-03,-0.99,fashion
midrise summer sleeveless sweater,0.0,,137.0,2024-03-21,-0.99,fashion
midrise summer spring slides,0.0,,72.0,2024-03-09,-0.99,accessories
midrise summer wool tshirt,0.0,,141.0,2024-03-10,-0.99,fashion
midrise sweater,286.0,2025-03-24,176.0,2024-03-02,0.62,fashion
midrise tall cardigan parka,0.0,,135.0,2024-03-08,-0.99,misc
midrise trench coat,313.0,2025-03-01,390.0,2024-03-06,-0.2,fashion
midrise trendy highwaisted tshirt,149.0,2025-03-15,0.0,,149.0,fashion
midrise tshirt,385.0,2025-03-08,186.0,2024-03-12,1.06,fashion
midrise vintage cardigan romper,0.0,,87.0,2024-03-31,-0.99,fashion
midrise white women tshirt,89.0,2025-03-16,0.0,,89.0,fashion
midrise windbreaker,361.0,2025-03-15,182.0,2024-03-02,0.98,misc
midrise winter cotton tshirt,134.0,2025-03-12,0.0,,134.0,fashion
midrise winter olive sandals,76.0,2025-03-01,0.0,,76.0,footwear
midrise wool women jumpsuit,0.0,,106.0,2024-03-12,-0.99,fashion
milkmaid blouse cottage leg warmers jeans,51.0,2025-03-16,0.0,,51.0,fashion
milkmaid blouse flats,0.0,,113.0,2024-03-14,-0.99,footwear
milkmaid blouse loafer,0.0,,55.0,2024-03-04,-0.98,misc
minimalist,1686.0,2025-03-03,1796.0,2024-03-01,-0.06,misc
minimalist beige printed skirt,0.0,,101.0,2024-03-08,-0.99,fashion
minimalist blouse,56.0,2025-03-31,143.0,2024-03-02,-0.6,misc
minimalist bomber jacket,100.0,2025-03-17,102.0,2024-03-22,-0.02,fashion
minimalist bomber jacket slim fit sweater,51.0,2025-03-24,0.0,,51.0,fashion
minimalist boots,298.0,2025-03-12,0.0,,298.0,footwear
minimalist cardigan fitted shorts,0.0,,50.0,2024-03-05,-0.98,fashion
minimalist coat,143.0,2025-03-24,141.0,2024-03-08,0.01,fashion
minimalist cotton leather pullover,77.0,2025-03-12,0.0,,77.0,misc
minimalist cotton linen loafer,114.0,2025-03-04,0.0,,114.0,misc
minimalist crop top,335.0,2025-03-11,255.0,2024-03-16,0.31,fashion
minimalist denim spring sweater,87.0,2025-03-13,0.0,,87.0,fashion
minimalist dress,308.0,2025-03-06,0.0,,308.0,fashion
minimalist fit,220.0,2025-03-19,221.0,2024-03-19,-0.0,misc
minimalist fit blouse,0.0,,71.0,2024-03-18,-0.99,misc
minimalist fit bows soft white cardigan,75.0,2025-03-19,0.0,,75.0,misc
minimalist fit bows stockings cardigan,0.0,,63.0,2024-03-30,-0.98,misc
minimalist fit dress,0.0,,51.0,2024-03-23,-0.98,fashion
minimalist fit heels,0.0,,81.0,2024-03-19,-0.99,footwear
minimalist fit jumpsuit,68.0,2025-03-25,0.0,,68.0,fashion
minimalist fit lace bows tank top,100.0,2025-03-10,0.0,,100.0,fashion
minimalist fit loafer,140.0,2025-03-04,0.0,,140.0,misc
minimalist fit pants,0.0,,89.0,2024-03-25,-0.99,fashion
minimalist fit soft white cashmere blouse,0.0,,55.0,2024-03-31,-0.98,misc
minimalist fit soft white stockings coat,0.0,,106.0,2024-03-14,-0.99,fashion
minimalist fit windbreaker,137.0,2025-03-02,57.0,2024-03-08,1.38,misc
minimalist flats,107.0,2025-03-03,268.0,2024-03-05,-0.6,footwear
minimalist floral plaid skirt,0.0,,120.0,2024-03-14,-0.99,fashion
minimalist floral summer skirt,122.0,2025-03-08,0.0,,122.0,fashion
minimalist floral winter bomber jacket,0.0,,99.0,2024-03-30,-0.99,fashion
minimalist hoodie,129.0,2025-03-15,0.0,,129.0,fashion
minimalist jacket,114.0,2025-03-19,0.0,,114.0,fashion
minimalist jeans,126.0,2025-03-22,195.0,2024-03-15,-0.35,fashion
minimalist jumpsuit,119.0,2025-03-05,0.0,,119.0,fashion
minimalist leather cropped boots,78.0,2025-03-24,0.0,,78.0,footwear
minimalist leggings,105.0,2025-03-03,0.0,,105.0,fashion
minimalist lightweight organic loafer,121.0,2025-03-20,0.0,,121.0,misc
minimalist linen summer sandals,142.0,2025-03-31,0.0,,142.0,footwear
minimalist loafer,53.0,2025-03-14,0.0,,53.0,misc
minimalist loose organic jumpsuit,0.0,,132.0,2024-03-31,-0.99,fashion
minimalist men cardigan jumpsuit,101.0,2025-03-01,0.0,,101.0,fashion
minimalist navy highwaisted tank top,112.0,2025-03-13,0.0,,112.0,fashion
minimalist new fall shorts,0.0,,52.0,2024-03-18,-0.98,fashion
minimalist olive striped coat,0.0,,129.0,2024-03-01,-0.99,fashion
minimalist pants,104.0,2025-03-16,0.0,,104.0,fashion
minimalist parka,260.0,2025-03-05,217.0,2024-03-15,0.2,misc
minimalist pullover,0.0,,329.0,2024-03-21,-1.0,misc
minimalist romper,98.0,2025-03-23,198.0,2024-03-15,-0.5,fashion
minimalist sandals,0.0,,129.0,2024-03-18,-0.99,footwear
minimalist shirt,382.0,2025-03-14,144.0,2024-03-04,1.64,fashion
minimalist shorts,106.0,2025-03-30,277.0,2024-03-02,-0.62,fashion
minimalist skirt,333.0,2025-03-05,229.0,2024-03-03,0.45,fashion
minimalist sleeveless cotton parka,0.0,,57.0,2024-03-28,-0.98,misc
minimalist sleeveless plaid coat,0.0,,139.0,2024-03-04,-0.99,fashion
minimalist slides,124.0,2025-03-12,218.0,2024-03-01,-0.43,misc
minimalist slim fit spring pullover,0.0,,116.0,2024-03-02,-0.99,accessories
minimalist sneakers,296.0,2025-03-01,286.0,2024-03-10,0.03,footwear
minimalist striped pastel pants,139.0,2025-03-03,0.0,,139.0,fashion
minimalist summer lightweight parka,0.0,,129.0,2024-03-12,-0.99,misc
minimalist summer solid trench coat,78.0,2025-03-10,0.0,,78.0,fashion
minimalist sweater,138.0,2025-03-07,0.0,,138.0,fashion
minimalist tank top,164.0,2025-03-04,123.0,2024-03-18,0.33,fashion
minimalist trench coat,204.0,2025-03-07,303.0,2024-03-04,-0.33,fashion
minimalist tshirt,95.0,2025-03-22,451.0,2024-03-12,-0.79,fashion
minimalist white summer shorts,117.0,2025-03-08,0.0,,117.0,fashion
minimalist windbreaker,650.0,2025-03-02,53.0,2024-03-12,11.06,misc
modular,239.0,2025-03-09,0.0,,239.0,misc
modular coat,0.0,,123.0,2024-03-13,-0.99,fashion
modular hoodie,0.0,,94.0,2024-03-22,-0.99,fashion
modular lowrise jeans neon strap romper,116.0,2025-03-24,0.0,,116.0,fashion
mossy,132.0,2025-03-20,0.0,,132.0,misc
mossy boots choker slides,110.0,2025-03-24,0.0,,110.0,footwear
mossy dress,0.0,,97.0,2024-03-10,-0.99,fashion
mossy loafer,0.0,,105.0,2024-03-22,-0.99,misc
mossy mushroom choker loafer,0.0,,129.0,2024-03-14,-0.99,misc
mossy mushroom dyed hair heels,0.0,,117.0,2024-03-27,-0.99,footwear
mushroom,373.0,2025-03-02,93.0,2024-03-24,2.98,misc
mushroom cardigan,133.0,2025-03-29,0.0,,133.0,misc
mushroom flats,126.0,2025-03-15,0.0,,126.0,footwear
mushroom graphic liner dyed hair windbreaker,0.0,,103.0,2024-03-05,-0.99,misc
mushroom graphic liner fungi loafer,0.0,,57.0,2024-03-22,-0.98,misc
mushroom graphic liner mossy slides,0.0,,62.0,2024-03-27,-0.98,misc
mushroom loafer,0.0,,54.0,2024-03-28,-0.98,misc
mushroom mossy boots boots,110.0,2025-03-30,0.0,,110.0,footwear
mushroom sweater,0.0,,95.0,2024-03-01,-0.99,fashion
navy,2790.0,2025-03-02,2886.0,2024-03-02,-0.03,misc
navy blouse,369.0,2025-03-05,250.0,2024-03-15,0.47,misc
navy bomber jacket,218.0,2025-03-14,356.0,2024-03-13,-0.39,fashion
navy cardigan,180.0,2025-03-15,122.0,2024-03-19,0.47,misc
navy coat,130.0,2025-03-14,98.0,2024-03-20,0.32,fashion
navy cotton slim fit jacket,87.0,2025-03-02,0.0,,87.0,fashion
navy denim cotton pullover,121.0,2025-03-26,0.0,,121.0,fashion
navy dress,0.0,,188.0,2024-03-15,-0.99,fashion
navy fitted plaid romper,80.0,2025-03-04,0.0,,80.0,fashion
navy flats,96.0,2025-03-09,0.0,,96.0,footwear
navy hoodie,198.0,2025-03-06,0.0,,198.0,fashion
navy jacket,234.0,2025-03-09,0.0,,234.0,fashion
navy jeans,0.0,,140.0,2024-03-10,-0.99,fashion
navy jumpsuit,346.0,2025-03-02,96.0,2024-03-24,2.58,fashion
navy leggings,55.0,2025-03-10,300.0,2024-03-11,-0.81,fashion
navy loafer,191.0,2025-03-11,0.0,,191.0,misc
navy loose bomber jacket parka,0.0,,73.0,2024-03-24,-0.99,fashion
navy loose striped trench coat,52.0,2025-03-15,0.0,,52.0,fashion
navy midrise oversized slides,93.0,2025-03-12,0.0,,93.0,misc
navy pants,417.0,2025-03-01,273.0,2024-03-11,0.53,fashion
navy parka,0.0,,77.0,2024-03-07,-0.99,misc
navy petite black jeans,148.0,2025-03-14,0.0,,148.0,fashion
navy petite slim fit romper,110.0,2025-03-23,0.0,,110.0,fashion
navy petite spring pants,53.0,2025-03-06,0.0,,53.0,fashion
navy plus size beige tshirt,0.0,,106.0,2024-03-13,-0.99,fashion
navy plus size new shirt,0.0,,59.0,2024-03-22,-0.98,fashion
navy pullover,325.0,2025-03-02,188.0,2024-03-29,0.72,misc
navy romper,0.0,,206.0,2024-03-06,-1.0,fashion
navy sandals,0.0,,115.0,2024-03-19,-0.99,footwear
navy shirt,215.0,2025-03-15,144.0,2024-03-01,0.49,fashion
navy shorts,0.0,,351.0,2024-03-11,-1.0,fashion
navy skirt,278.0,2025-03-03,266.0,2024-03-08,0.04,fashion
navy sleeveless striped jeans,139.0,2025-03-03,0.0,,139.0,fashion
navy sneakers,74.0,2025-03-03,82.0,2024-03-26,-0.1,footwear
navy spring leather coat,62.0,2025-03-30,0.0,,62.0,fashion
navy spring sleeveless loafer,58.0,2025-03-16,0.0,,58.0,accessories
navy spring trendy loafer,0.0,,65.0,2024-03-09,-0.98,accessories
navy summer cardigan crop top,0.0,,58.0,2024-03-22,-0.98,fashion
navy summer lightweight tshirt,0.0,,57.0,2024-03-11,-0.98,fashion
navy summer lowrise jeans,112.0,2025-03-29,0.0,,112.0,fashion
navy summer lowrise trench coat,56.0,2025-03-05,0.0,,56.0,fashion
navy summer organic pants,0.0,,91.0,2024-03-18,-0.99,fashion
navy summer trendy jacket,0.0,,142.0,2024-03-13,-0.99,fashion
navy sweater,385.0,2025-03-03,86.0,2024-03-17,3.44,fashion
navy tank top,0.0,,188.0,2024-03-14,-0.99,fashion
navy trench coat,237.0,2025-03-11,138.0,2024-03-07,0.71,fashion
navy trendy fall cardigan,0.0,,66.0,2024-03-04,-0.99,misc
navy tshirt,0.0,,189.0,2024-03-11,-0.99,fashion
navy winter fall loafer,69.0,2025-03-09,0.0,,69.0,misc
navy winter floral loafer,96.0,2025-03-28,0.0,,96.0,misc
navy winter plus size cardigan,87.0,2025-03-12,0.0,,87.0,misc
neon strap,116.0,2025-03-15,0.0,,116.0,misc
neon strap blouse,96.0,2025-03-08,0.0,,96.0,misc
neon strap dress,113.0,2025-03-25,0.0,,113.0,fashion
neon strap heels,0.0,,142.0,2024-03-16,-0.99,footwear
neon strap rhinestone top lowrise jeans romper,0.0,,65.0,2024-03-11,-0.98,fashion
neutral palette,432.0,2025-03-10,783.0,2024-03-03,-0.45,misc
neutral palette dress,127.0,2025-03-22,168.0,2024-03-06,-0.24,fashion
neutral palette flats,0.0,,67.0,2024-03-21,-0.99,footwear
neutral palette fur coat relaxed blazer hoodie,135.0,2025-03-04,0.0,,135.0,fashion
neutral palette glowy skin slick bun boots,0.0,,145.0,2024-03-16,-0.99,footwear
neutral palette glowy skin slick bun jeans,146.0,2025-03-24,0.0,,146.0,fashion
neutral palette glowy skin slick bun leggings,94.0,2025-03-13,87.0,2024-03-08,0.08,fashion
neutral palette glowy skin slick bun sneakers,134.0,2025-03-14,0.0,,134.0,footwear
neutral palette glowy skin slick bun trench coat,0.0,,103.0,2024-03-18,-0.99,fashion
neutral palette glowy skin slick bun tshirt,0.0,,104.0,2024-03-30,-0.99,fashion
neutral palette hoodie,83.0,2025-03-03,92.0,2024-03-22,-0.1,fashion
neutral palette jacket,0.0,,70.0,2024-03-12,-0.99,fashion
neutral palette leggings,112.0,2025-03-25,0.0,,112.0,fashion
neutral palette loafer,0.0,,185.0,2024-03-13,-0.99,misc
neutral palette pants,87.0,2025-03-16,0.0,,87.0,fashion
neutral palette relaxed blazer bright yellow loafer,67.0,2025-03-04,0.0,,67.0,fashion
neutral palette relaxed blazer hello kitty trench coat,0.0,,126.0,2024-03-13,-0.99,fashion
neutral palette sandals,0.0,,268.0,2024-03-15,-1.0,footwear
neutral palette shorts,118.0,2025-03-02,0.0,,118.0,fashion
neutral palette slides,0.0,,167.0,2024-03-15,-0.99,misc
neutral palette sweater,0.0,,60.0,2024-03-06,-0.98,fashion
neutral palette tshirt,0.0,,81.0,2024-03-17,-0.99,fashion
neutral palette unisex cut bright yellow sweater,122.0,2025-03-01,0.0,,122.0,fashion
new,1808.0,2025-03-04,1428.0,2024-03-01,0.27,misc
new beige olive shorts,82.0,2025-03-24,0.0,,82.0,fashion
new blouse,112.0,2025-03-05,0.0,,112.0,misc
new bomber jacket,215.0,2025-03-02,96.0,2024-03-16,1.23,fashion
new boots,225.0,2025-03-09,106.0,2024-03-08,1.11,footwear
new crop top,63.0,2025-03-26,289.0,2024-03-09,-0.78,fashion
new fitted plaid romper,107.0,2025-03-05,0.0,,107.0,fashion
new flats,518.0,2025-03-10,0.0,,518.0,footwear
new heels,108.0,2025-03-22,80.0,2024-03-23,0.35,footwear
new highwaisted linen shorts,0.0,,72.0,2024-03-12,-0.99,fashion
new hoodie,63.0,2025-03-11,120.0,2024-03-08,-0.47,fashion
new jacket,124.0,2025-03-29,126.0,2024-03-20,-0.02,fashion
new jeans,0.0,,148.0,2024-03-25,-0.99,fashion
new jumpsuit,65.0,2025-03-06,0.0,,65.0,fashion
new leggings,0.0,,248.0,2024-03-14,-1.0,fashion
new loafer,0.0,,236.0,2024-03-16,-1.0,misc
new olive lightweight windbreaker,0.0,,81.0,2024-03-16,-0.99,misc
new olive slim fit romper,111.0,2025-03-09,0.0,,111.0,fashion
new olive white sandals,123.0,2025-03-22,0.0,,123.0,footwear
new oversized olive slides,71.0,2025-03-09,0.0,,71.0,misc
new oversized women coat,75.0,2025-03-29,0.0,,75.0,fashion
new oversized wool tank top,88.0,2025-03-19,0.0,,88.0,fashion
new pants,52.0,2025-03-25,78.0,2024-03-25,-0.33,fashion
new parka,136.0,2025-03-18,194.0,2024-03-04,-0.3,misc
new petite highwaisted shorts,0.0,,73.0,2024-03-20,-0.99,fashion
new petite solid coat,0.0,,103.0,2024-03-20,-0.99,fashion
new pullover,130.0,2025-03-16,0.0,,130.0,misc
new romper,115.0,2025-03-18,189.0,2024-03-01,-0.39,fashion
new sandals,136.0,2025-03-29,197.0,2024-03-01,-0.31,footwear
new shirt,88.0,2025-03-19,257.0,2024-03-06,-0.66,fashion
new shorts,72.0,2025-03-22,0.0,,72.0,fashion
new skirt,82.0,2025-03-29,294.0,2024-03-07,-0.72,fashion
new sleeveless beige skirt,0.0,,116.0,2024-03-26,-0.99,fashion
new sleeveless denim blouse,0.0,,58.0,2024-03-29,-0.98,fashion
new slides,131.0,2025-03-13,128.0,2024-03-28,0.02,misc
new slim fit cropped romper,0.0,,70.0,2024-03-13,-0.99,fashion
new summer men parka,109.0,2025-03-21,0.0,,109.0,misc
new sweater,92.0,2025-03-08,56.0,2024-03-15,0.63,fashion
new tall fall tank top,0.0,,104.0,2024-03-07,-0.99,fashion
new tank top,65.0,2025-03-14,525.0,2024-03-15,-0.87,fashion
new transitional longline blouse,115.0,2025-03-25,0.0,,115.0,misc
new trench coat,0.0,,133.0,2024-03-21,-0.99,fashion
new trendy fall coat,0.0,,108.0,2024-03-01,-0.99,fashion
new tshirt,0.0,,122.0,2024-03-30,-0.99,fashion
new windbreaker,148.0,2025-03-25,56.0,2024-03-22,1.61,misc
new winter cotton jumpsuit,63.0,2025-03-12,0.0,,63.0,fashion
new women lightweight boots,0.0,,98.0,2024-03-18,-0.99,footwear
new wool plaid heels,0.0,,129.0,2024-03-02,-0.99,footwear
olive,4406.0,2025-03-01,4245.0,2024-03-02,0.04,misc
olive beige pastel leggings,0.0,,98.0,2024-03-23,-0.99,fashion
olive beige winter hoodie,0.0,,148.0,2024-03-22,-0.99,fashion
olive black oversized crop top,122.0,2025-03-30,0.0,,122.0,fashion
olive black striped pants,0.0,,63.0,2024-03-02,-0.98,fashion
olive blouse,178.0,2025-03-24,111.0,2024-03-09,0.6,misc
olive bomber jacket,274.0,2025-03-01,398.0,2024-03-09,-0.31,fashion
olive bomber jacket denim jumpsuit,0.0,,147.0,2024-03-27,-0.99,fashion
olive boots,119.0,2025-03-29,51.0,2024-03-05,1.31,footwear
olive cardigan,158.0,2025-03-01,324.0,2024-03-07,-0.51,misc
olive cardigan cropped pants,0.0,,138.0,2024-03-20,-0.99,fashion
olive cardigan lowrise bomber jacket,111.0,2025-03-09,0.0,,111.0,fashion
olive coat,219.0,2025-03-08,164.0,2024-03-18,0.33,fashion
olive cotton transitional leggings,77.0,2025-03-02,0.0,,77.0,fashion
olive crop top,95.0,2025-03-05,115.0,2024-03-15,-0.17,fashion
olive dress,86.0,2025-03-17,208.0,2024-03-11,-0.58,fashion
olive fall printed slides,51.0,2025-03-26,0.0,,51.0,misc
olive fall transitional pullover,0.0,,127.0,2024-03-03,-0.99,misc
olive flats,303.0,2025-03-09,0.0,,303.0,footwear
olive heels,143.0,2025-03-03,373.0,2024-03-04,-0.61,footwear
olive hoodie,92.0,2025-03-05,119.0,2024-03-22,-0.22,fashion
olive jacket,104.0,2025-03-10,89.0,2024-03-07,0.17,fashion
olive jumpsuit,258.0,2025-03-22,142.0,2024-03-11,0.81,fashion
olive leather summer coat,0.0,,91.0,2024-03-21,-0.99,fashion
olive leather white boots,0.0,,131.0,2024-03-24,-0.99,footwear
olive leggings,205.0,2025-03-12,0.0,,205.0,fashion
olive lightweight highwaisted pullover,104.0,2025-03-28,0.0,,104.0,misc
olive lightweight new crop top,0.0,,143.0,2024-03-05,-0.99,fashion
olive loafer,228.0,2025-03-05,252.0,2024-03-27,-0.09,misc
olive longline fall bomber jacket,83.0,2025-03-03,0.0,,83.0,fashion
olive midrise bomber jacket coat,0.0,,111.0,2024-03-25,-0.99,fashion
olive midrise petite pants,0.0,,94.0,2024-03-03,-0.99,fashion
olive navy transitional trench coat,0.0,,144.0,2024-03-20,-0.99,fashion
olive navy white leggings,57.0,2025-03-14,0.0,,57.0,fashion
olive new men windbreaker,63.0,2025-03-20,0.0,,63.0,misc
olive organic floral sweater,0.0,,79.0,2024-03-26,-0.99,fashion
olive organic loose sandals,0.0,,110.0,2024-03-06,-0.99,footwear
olive organic men cardigan,81.0,2025-03-30,0.0,,81.0,misc
olive oversized floral shorts,0.0,,53.0,2024-03-05,-0.98,fashion
olive pants,0.0,,142.0,2024-03-13,-0.99,fashion
olive parka,218.0,2025-03-08,0.0,,218.0,misc
olive pastel winter slides,70.0,2025-03-14,0.0,,70.0,misc
olive plus size unisex sneakers,0.0,,84.0,2024-03-14,-0.99,footwear
olive pullover,181.0,2025-03-24,165.0,2024-03-13,0.1,misc
olive romper,166.0,2025-03-09,0.0,,166.0,fashion
olive sandals,108.0,2025-03-08,0.0,,108.0,footwear
olive shirt,65.0,2025-03-03,109.0,2024-03-21,-0.4,fashion
olive shorts,236.0,2025-03-19,202.0,2024-03-14,0.17,fashion
olive skirt,216.0,2025-03-05,171.0,2024-03-07,0.26,fashion
olive sleeveless floral cardigan,66.0,2025-03-21,0.0,,66.0,misc
olive sleeveless unisex leggings,0.0,,57.0,2024-03-23,-0.98,fashion
olive slides,242.0,2025-03-25,143.0,2024-03-31,0.69,misc
olive slim fit fall tshirt,0.0,,109.0,2024-03-02,-0.99,fashion
olive slim fit petite sneakers,0.0,,74.0,2024-03-17,-0.99,footwear
olive slim fit plus size bomber jacket,0.0,,65.0,2024-03-05,-0.98,fashion
olive sneakers,320.0,2025-03-06,714.0,2024-03-19,-0.55,footwear
olive solid winter sneakers,67.0,2025-03-09,0.0,,67.0,footwear
olive spring sleeveless loafer,0.0,,96.0,2024-03-11,-0.99,accessories
olive striped sleeveless parka,0.0,,95.0,2024-03-22,-0.99,misc
olive summer white parka,0.0,,103.0,2024-03-19,-0.99,misc
olive tall summer hoodie,0.0,,125.0,2024-03-02,-0.99,fashion
olive tank top,0.0,,470.0,2024-03-04,-1.0,fashion
olive trench coat,0.0,,226.0,2024-03-03,-1.0,fashion
olive trendy black cardigan,0.0,,66.0,2024-03-01,-0.99,misc
olive trendy spring loafer,134.0,2025-03-05,0.0,,134.0,accessories
olive tshirt,0.0,,290.0,2024-03-27,-1.0,fashion
olive vintage linen blouse,0.0,,111.0,2024-03-24,-0.99,misc
olive white lightweight windbreaker,54.0,2025-03-09,0.0,,54.0,misc
olive white new tank top,0.0,,70.0,2024-03-22,-0.99,fashion
olive white printed leggings,0.0,,143.0,2024-03-30,-0.99,fashion
olive white spring jacket,0.0,,111.0,2024-03-08,-0.99,fashion
olive white tall dress,0.0,,54.0,2024-03-09,-0.98,fashion
olive windbreaker,51.0,2025-03-25,96.0,2024-03-02,-0.46,misc
olive winter longline romper,0.0,,78.0,2024-03-24,-0.99,fashion
olive wool cropped shirt,0.0,,137.0,2024-03-25,-0.99,fashion
organic,2457.0,2025-03-01,2451.0,2024-03-01,0.0,misc
organic beige lightweight sweater,88.0,2025-03-18,0.0,,88.0,fashion
organic beige midrise hoodie,0.0,,109.0,2024-03-25,-0.99,fashion
organic beige solid tshirt,0.0,,133.0,2024-03-10,-0.99,fashion
organic blouse,0.0,,96.0,2024-03-11,-0.99,misc
organic bomber jacket summer romper,63.0,2025-03-30,0.0,,63.0,fashion
organic boots,363.0,2025-03-09,505.0,2024-03-01,-0.28,footwear
organic cardigan beige blouse,72.0,2025-03-15,0.0,,72.0,misc
organic cotton bomber jacket blouse,0.0,,53.0,2024-03-29,-0.98,fashion
organic cotton floral slides,0.0,,79.0,2024-03-17,-0.99,misc
organic cotton lightweight tank top,0.0,,108.0,2024-03-21,-0.99,fashion
organic cotton oversized romper,50.0,2025-03-19,0.0,,50.0,fashion
organic crop top,105.0,2025-03-27,60.0,2024-03-23,0.74,fashion
organic cropped cotton leggings,131.0,2025-03-15,0.0,,131.0,fashion
